path,label
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/3bde23a4e603f6f545460cc1b4da87dc23b99e528d899c5f4eb81c3adc9b6d21.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/8a95bfaebecd787144b115015723270ba1536084816f2e4b0aafd6fe338d4a34.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2c02cddf9fdf2eb1bf99ccbbcfb0ace699acf1ddb5a5d3c71a76db86582adfc8.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/35b02bdf034303791054ac56eeaaf0d9016b0d42c593d4939f8cb41d90916ba2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/d292ad0391f3bffee26047cae65ea06cc5f19b16f20fd5e4df156a8ee4d5f0b6.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/e7ec361403a4f8e4295fdf71c485eeb7deed5e4147c01f85fcffeec0b15871d1.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/871379de5454eaac8f83d9d5957a9a5b4a942d968daeab86691d150811af39ac.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/7d236ea471c731f75993abba60d1e0bd491da73bb12d77ab0df313847492a1db.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/995f428d24ca03cc8fd7eefa0b134749dac7192578c7c77db4544bc427db34fe.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/7c7d6f9481e13607e55997daaef575907f5a267c11aa1a177778fbfb1328911e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a6bfcebef0b9c71a89350bd109ad3b01ab6d69b9c81f821dd48977849cdf45a7.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/afe0b9569fc9119385dc32689d4698dc1b07b22d6a6052f1801dd85c124602e6.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ab0b7588e3a97d0cefde967131d54dbf608af08243059281e711f01905271e34.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/bc5747c6a6ab86c21d531efe3a0dacd182ce790917d0272a43a588b2632249c0.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/6c9dd2a230dda68e31eeec402d1c4ed6f2eb3034c636927a0b2a046f4c771a75.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/dafdf2b398a157b2122ba4a2bc1266321381271ec452ebe2123dce18c4b0cb63.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/8114586d28d29bd4b65b2a1a7c6de4c5725e4f8d1ac98c2745177b7ded15916a.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a203520cac0c9cee3055288fc63199a40d0234dd644749b6b7de45f2489ec196.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ddad099e3636025df616672e120854bf7b6747e8f674c3c72c162a68ea80dea8.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/804bc262c884effb01bf6a8420dd53d98576f66595e28fbb205fbe88f6799edb.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0b36cc63bc49b1d8dafb2240834d36cb365890c3ab62a7065a16b2afb08173e1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/715777eedcfcf59496168c581c957b50cff22464259978dafae4a8c1f74cf5c7.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/4b60d12ea889f27b5971b956f1beeaf455848bc8b30288540f49b029f4874873.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/1f7d145e56137a3323f551d989c187977104e4ad146dc33250b2d510dd30fe89.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/cf4724c466eb8fd85cb4bdb0220cd798b35f892ec1a425c47674112ff79d10fb.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/cef33d618d24dc238d7ce7599b3174d24a82d0948ee1b7f3c650ce6415f7c0d2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a1c5ea9a78f54b2e3acc0c465221aaac9ac7f982a9f396e314a2d55e56310bb1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/aaebc3c4a108553f9fbd2af014954b81c800c75b8ce95ab4e6e1ae360c9918a2.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/4d0d859ac4063ed1b395ab01a816307e1e28a3f48739702a87b83d5f6cdf91cf.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/8ab9c72d9daa461d65ed3c5e317068af3cf0b92929cb088c922fd92bba918f10.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5b19620b820d8e7a069d64db672d67b292cb1cc2248e7d7d388ec1e09cb10a5e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/f1020a46ee38dca361fb1a9e7dad7ffd631724648bff3fb882137015db6578f9.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/43745394eb9070503e81378b773c959dd3a6a9608334156c6ab2024b5bd1fe3a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/67c9a376aea1d1f9829a50f544219bc9b12793943e2d54751b20dd3d2c90f999.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ca2d7a9a415cf39ab17a6af9bc6f3322741fd272cee3d7ce6ded2b27036d5270.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/9daa95627d4ee550df77c9e83fbf6580a7a0b07eb995b984f7a7f3a5da1a4fd5.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/e5c4f40d34de9d8609003f316470e8889b490f5b45fb93acd8919ab1c42649ff.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/e8abf022bc0de27ac59dee88a77055fb3db1d11488f4480ae273d4905447c2f8.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/cd2a6386f74220e775e7a8535891d4f49a05a1cbc26cf2fe26cffd88552e5ce1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/e6ba95daa53f2c482139b76f2cc1fd56841be4dedfa7b49b9fc91200dd46a15c.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/b7c25b5a12baf52cc88efa0b5483bc5455ab62c23b0969e5289d40304f101f65.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/9f228f26f5f6249fa267590baf02a6771b907e93b57e98cacd521145f314c311.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/33e3818ac2a3532333942c9de5fd889f30bc2065c3347cc292f33a4660e7049d.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/5917be96031edc928ea2a1c5899de99a7e99d7a9b1b13216246df6a51c1baf60.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/259246a8eac4f580b589293516c054998075762b69d1049aa2fd9f8c5bc65e58.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/00a954aefe8698a718a1efd877946bf3b2a14510108e2a119cffd74f33fea21f.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c77e1a7906ea2977cbc93ca8da91c492b601ff3efb8757a6aa433a637c84bf5c.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/dfc88f833b8eb2e0dda9f9068f2392863c0ae8eaa925a3125acc229659baf32f.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/378fc2ee698b481982bd0fc676eb0ac1dc8ef13147092b2c20c18d0f85df39c0.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/93ab092e23a741009dbebf47e74b356d12f09be96fa4fd7a2a4c0ec453f5cd96.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/cf958b1aa1c2729897b96b6af747149786e80f52c39fdef7124f270b6ed6dd58.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/9ca963c0bdf3544b3bf37e55e1754137becd7eb21d2793ebd1bcb0968223be5d.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ca6606f0cfd4551eb9280b90326713aca7f0546e04b846708028958c10da88b8.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/32aa2fd4fdb1d80bb4c2ba669746b2a7da9f9ad509a4e65435144a90fbe1f748.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bc573815a3db0c9d3fc18c432ba7eaf0a15d449fd6ef6eaaf13d6cca2037c122.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/3ef89279f2ca480972c6c17ca67dd2de12bf860ab5bacf7f830ff914cdf43113.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/88db0151303d630d2cc38a71c2a69a479bb7cf5ed7887016599d9e18d02925d1.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/e7e4f3c20d806a6ccc8219a15cc80d7e460cf737e3f02ff2cb1682e202537463.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/975df26063a9e137e3d2255174fa166a293e5787d98c1938431f123f9658b955.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c7d6c373a8f9532db71ecd87fc62b2bf86a95e4245ea8a1baa27674330ff5ff8.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ac440b3a25bf80a683a94888f3ec8d469a023fbc22bdb5b9cabc4e2228e5386d.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/40000937e198071eff801d66e8203e3c17093c4e3fb8dde6635fcf3ae90259f4.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/610758b4b1b03fab7ad679e5059ea07dbe459f1ea0f64bef4af85a18be92ecc5.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/96a0df08817958df82afc0a39c69f1cdc20551c91466f96bce6f972c4f4d52b4.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/f65e41b136cf85e6c9357fb8f6e3a405a1f5739e8b1018d88bdac6001518fd7c.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/74562323d374451738f16b7157ba850b43877ac3abc76eb90e60eae8a7bcb31c.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bd2316de046b5643944255ddb07e4d1311282204fb88022df89d35693d9e4001.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ee8b9a226dee1431f10ab546b32a556048231bbdd5d7ed78e803526523fc9c86.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/d69a582e27673ca1db0ff17bfaa9f5cbe6d9e97c2929b7a7e7cbfff574200d02.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/d7a2fa30c3fa3d68e0b46cdc86601e4527fb8de41ab72c38a528d94f63e847f2.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/16204d62f9f2faf5c35e4947c3a8d9a11e7ca84e241c7c2e4d5d2b46b1d6a20c.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/3f7585b82d5d506de3fb6c574df19726fc14598017b9107a3ce534abf5758536.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/f3e19b8bb3ea6802380deded6356d1adb496fc50a6e24bc004e6c2612c1771cc.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/19027548542bc844c61e124a4be6bf975d2c99dc7fe7150ded02e663826f5284.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/616386f20be398f73b4cf52504a35c0309dba2610362473e058c0fccf067e67f.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/769f2eb7fadc3e9aac1efead32eabcfcf98b944f2a171b847b00ddfad50429f8.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/039610aadf054956d92c43da1c9f9839d342bc6e10fad2016bdc447c7e1f8c7b.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/3ee1fd97c886dac75c44647acaf54108e8a4438fe3d74a96ee99258ecb329431.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/d810a066f1efc24668694e458d81f75b03c9a774ff0f297e5225380a9e6c1577.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/199d6dbf086a66e6ff236d70a26588e0cd39fc83722f36cf70c47d457eeca30e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/209962b03ec363d6e3f923de11546471b1b39e80b0cfb83c0801f0d4cfe73f45.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/687a8dac1943b5cc9e27528fb725bbf951c1125fae4caf35520e8e448a6a975c.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/beb086a58a2a6fc73251cde1479bd1bd12f50b5e07c5da3e194ef95aecebe811.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/d0b38cb49cbe53ed91b79fa5a6c5d38d862a88cc48f9660915661346d1c28c9e.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/7a6c4c1c9dc925bd919090e73b75454630d87084a15447f2b23b523f16d138e9.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/d9e870f242d0c44c0c2249da05d1af993427db5c3f0c35ab1daf990c5a0fccac.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/7f296d0ad18a799b8e620f999296e950be8352818822e478943cf4174c3f74a1.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/57477f3a1d8fd5a11d74e0f28ee941cbf9d41e0d051feaf0be73a898e663c6b2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c80c755777b35f3934bcef1451fce19f2896534aed6579d770ba0fc674d211a9.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/3c7cae6818c8ca105c27ed4e3cec47d2aafccdf8d8245cbf02c02e22e09e225d.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/3bb331311e822b233fbf77bd9ff637c6a53b6ebb2dc483725af7df15f5a4bc91.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/05b541b0168f09a1a88c11b58e34b76786b172450e50c54e9c40763eec7b52c7.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/a0ce497c4f8478996ebbe07d2e95b3e61c637f21fa7f2226e5b4f9898feba210.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c669a24fd3728c2a5fdb972a90db85a85077435cfb2064b4064825028a276bd3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/d181e579c5a2d7871ec80e705b65f1139311a60036bb922adaef5bea0105963b.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/845dcd304ca912af3ca087d1fa665e68e68199f4d6d77b182a607b80bee7e252.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/77cfe557f34c2f15919429d446423ef06c23a1c1a834040541a131789c37fbe3.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/1a07e9f4db4e09d5e8f4ede64821a57671a051b7c8436b7b7ec91e0230626a48.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/9f78b75038cf7a8124f8961402068b75e3bbbf58e8a5b9757ecc577b2e5a1c60.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/4fd95eabfb3c5aa196b79f068fe6058b5ca48c4560615d398f1443b804367076.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ad6e90e66935863a8bd0f9a4133ea5c8df8f3c49e0c570728398794b82659b02.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/9b855b98ae93b4add436dc474b0ec3787dc4b838b964b135791f25cbab472366.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bb63ac1c48808ad22380fd74d86eac07cbafd4985fa8d90f32100383b994c04e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/093618b03cd16b6b6e6133b28255dd8f5f68247486a3c1074fe8765818eceaa1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0b02b0528ef118d390609fb9d7a725844b2bc77f6478ff477d861c909da9526a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/324da53c6f36848241451bb07f7ecf86218753f70cc4603d82016889fca68a88.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/9c37c3c2b111ddee8c31f8dc170fdfbd867cd52bb6bdef0484b283f687ab89d5.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/81f9ea08effee13e1c814c0a4a1954d522f74bd6566e845bbe4a98aa275c5369.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bde19314f23edd3ed69af01e7842502a42ceb82bc4e193fa5b705492b344be0b.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/c372a29b10c77f5f4ac682f1c7462c9db6e71c368d80233fce1ae902c8227329.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/11e63d377edd495f541bd646c320681213f18bf7c4b919ea53ae76579ae9f3df.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/f8dc39d79864059886c3139a0a8efe025b5f25ad149eae8d6bf6a5ed74705584.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/133accc1095a05f2cfe56712081097a67bf3edd6f3c358c2e89da35072b1b3b3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/961621292031b27af8dbe16bc55c3edd264b7d3dd071c423b90ed7b31a25d880.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/7bfa2e9e626965ef52834a1b837ee40b459116bf718abb4203cc709d54f9da19.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/8243930fe0b9a7e6e4d2a49176ffc9d984161ded90df8cc7c38c1c7ae54b202b.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/62a2e23e138803bcd32e3abdfbe9e03a60cabc1c78e4624ad9e561f02fba4976.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/d8db1fe41c62b1ca8fa71246b1e720af8bf9e49a1e884d8f918e3994a3d6a488.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/330aede3a1fffb56b836031249e9e38a3b1efe348e47539c9d2adddd1271b301.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/601373455a8ddbb2c89f6dceecd23250c10edbe5483c2d9ea8a150ca20c8e89f.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/afe753480c7e29f3244fa7d8874bee96bc8ff305055a326516a28c4069ce37c8.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/29aab47aa822bd6c8c3c79c8766aa006a5be9da286afcc333b0812625fd120ee.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/856e25999b4691406bf791237ccd1359d4bfe43fe5914d46f7d5c80215363bde.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a02cc7ddd220bf1aee723e88657bd882538d339c7976640ae959348107f5bdd4.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/364fdf8c733f57763e065cc9ed069923bee2409bc358d77b5d60ca6d1bb35145.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/28dd221ca813709e9267a9cda2278fd81884a281f2cf0d084f75f1f49e668de6.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/148f4788f0e4f08a7a5e79d94035770dd502e90454aa9c5d9d238b9038bca3be.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/9815b0f03e332e06eca6b1c59fbd07e3d4ef74b84cbfbc813b28949427a66945.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/99c65c4d8e97aedc80fe6fdbbff9c51b62978ce8088312c29baa44b5c52e769b.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c9d8c70855f4da47ccb53b31658e8688737293e1b9e4216cb4d4a097eebd98e5.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/1961696e64883e1e92fd6138e652e2d3f50744f1576d8c6395d567c791b18c4a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a2421e21ca1e25458c09ecb0daf3a996f90ba3ec8c0c3068cd83fc10a4d74d40.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/88ce143a0f53df0dc9857c154b95c1a9db4a19396203ab3e313060293a199b3c.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/e685598c9437f79f3283bcc84da9e666b502155f9dd352809c0fdab623476ac7.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/4728e731d9c519759475551fc77010edb10a8f5aeda4fbbf8d34064a46b625c9.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/bc705f2329cf932889d642752cec29babcbdf55efec29c10858cb698e6cb1791.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/8a577af677b1771f6a8d420b9f99eac181a60ab329240f1f74d28e0801075771.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/fbade68f9f80cd7471ac07ca9be5615931e9f47c00bc99e2dba120aac2f5dabc.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ae117cc1434e6d74677ac5ddef026e387559bab7ede3f2381822773289d706f2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/e2c65598b68af42fbcd963deb67655ab11bcdf0e519f3d2211375525ed64fa4d.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/fc1aff021e392829cc2b2917c21eac6c153c06f3dfb15d5aba538739b493ca63.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/293e184e69010b075874561bb6e3e4b07798789b58af62622ec2abb7d6e78d62.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/1573199837a41a025df770d29d8d65065e4bfc5e4aefd09459faa46c4e54de82.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/fa92cd609e9adff34d49dd5f0bba985d3ba914d4f67c3203cbe6f96941e0fb70.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/db0becad02a611513a9f574d24e48dffd7cf970868266ce82cd1465e1090a61f.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/51780dc7128d847a038e56cf5abcd8229683a615860bc008994e7000e459a5d0.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/f86afdf31d6c6eaea7737cc52a8f49bfb93dc2be8e32e58f27c46d4fbdcbf662.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/f01445f32fcad76472e8730e5ebe54acf16df48ed9c35fe6fc1d3accbe4a69dd.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2614ed5b49b6f21832834beb6fe2deef7b5167284f1503da0c48a26d35796526.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/9a6426984e14533cc8b51e5fc2577aad3c2b86984b2f4e27ed22ae48bdda5407.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/be134fd72111c820ad62416796eedcfc9a6de23d9b5ff1365d5f8cdcc003b361.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bd050e78119edfe91abeeaa4b5193b8635b01f37c7750a220761e32788957a87.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/12f014bbb26a55a02412364adef4a35ecf1e3b09f9c782ea2efbad04e1a1d350.jpg,scab
